,Card Name,Set #,Set,Stamp,Condition,Lang,Notes
ADV Binder,Blaziken,5,EX Power Keepers,,,,
ADV Binder,Snorunt,64,EX Power Keepers,,,,
ADV Binder,Glalie,30,EX Power Keepers,,,,
ADV Binder,Spheal,65,EX Power Keepers,,,,
ADV Binder,Sealeo,37,EX Power Keepers,,,,
ADV Binder,Pikachu,57,EX Power Keepers,,,,
ADV Binder,Raichu,12,EX Power Keepers,,,,
ADV Binder,Magnemite,54,EX Power Keepers,,,,
ADV Binder,Magneton,16,EX Power Keepers,,,,
ADV Binder,Chinchou,49,EX Power Keepers,,,,
ADV Binder,Lanturn,15,EX Power Keepers,,,,
ADV Binder,Ralts,59,EX Power Keepers,,,,
ADV Binder,Kirlia,31,EX Power Keepers,,,,
ADV Binder,Gardevoir,9,EX Power Keepers,,,,
ADV Binder,Baltoy,44,EX Power Keepers,,,,
ADV Binder,Shuppet,61,EX Power Keepers,,,,
ADV Binder,Duskull,50,EX Power Keepers,,,,
ADV Binder,Machop,53,EX Power Keepers,,,,
ADV Binder,Machoke,33,EX Power Keepers,,,,
ADV Binder,Machamp,11,EX Power Keepers,,,,
ADV Binder,Kabuto,51,EX Power Keepers,,,,
ADV Binder,Kabutops,10,EX Power Keepers,,,,
ADV Binder,Meditite,55,EX Power Keepers,,,,
ADV Binder,Medicham,34,EX Power Keepers,RH,,,
ADV Binder,Trapinch,68,EX Power Keepers,,,,
ADV Binder,Anorith,26,EX Power Keepers,,,,
ADV Binder,Poochyena,58,EX Power Keepers,,,,
ADV Binder,Nuzleaf,36,EX Power Keepers,,,,
ADV Binder,Aron,42,EX Power Keepers,,,,
ADV Binder,Beldum,45,EX Power Keepers,,,,
ADV Binder,Slakoth,63,EX Power Keepers,RH,,,
ADV Binder,Vigoroth,41,EX Power Keepers,RH,,,
ADV Binder,Slaking,13,EX Power Keepers,,,,
ADV Binder,Skitty,62,EX Power Keepers,,,,
ADV Binder,Swablu,66,EX Power Keepers,,,,
ADV Binder,Altaria,2,EX Power Keepers,,,,
ADV Binder,Zangoose,25,EX Power Keepers,,,,
ADV Binder,Bagon,43,EX Power Keepers,,,,
ADV Binder,Energy Removal 2,74,EX Power Keepers,,,,
ADV Binder,Energy Switch,75,EX Power Keepers,,,,
ADV Binder,Mysterious Fossil,85,EX Power Keepers,,,,
ADV Binder,Root Fossil,86,EX Power Keepers,,,,
ADV Binder,Claw Fossil,84,EX Power Keepers,,,,
ADV Binder,Professor Birch,80,EX Power Keepers,,,,
ADV Binder,Steven's Advice,83,EX Power Keepers,,,,
ADV Binder,Battle Frontier,71,EX Power Keepers,,,,
ADV Binder,Sidney's Stadium,82,EX Power Keepers,,,,
ADV Binder,Cyclone Energy,90,EX Power Keepers,,,,
ADV Binder,Grass Energy,103,EX Power Keepers,,,,
ADV Binder,Fire Energy,104,EX Power Keepers,,,,
ADV Binder,Water Energy,105,EX Power Keepers,,,,
ADV Binder,Lightning Energy,106,EX Power Keepers,,,,
ADV Binder,Psychic Energy,107,EX Power Keepers,,,,
ADV Binder,Fighting Energy,108,EX Power Keepers,,,,
ADV Binder,Swampert,5,POP Series 1,Holo,,,
ADV Binder,Beautifly,6,POP Series 1,,,,
ADV Binder,Tauros,5,POP Series 2,Holo,,,
ADV Binder,Venusaur,6,POP Series 2,Holo,,,
ADV Binder,Multi Technical Machine 01,9,POP Series 2,,,,
ADV Binder,Cacnea,13,POP Series 2,,,,
ADV Binder,Pikachu,16,POP Series 2,,,,
ADV Binder,Celebi ex,17,POP Series 2,,,,
ADV Binder,Flareon,2,POP Series 3,Holo,,,
ADV Binder,Jolteon,3,POP Series 3,Holo,,,
ADV Binder,Minun,4,POP Series 3,,,,
ADV Binder,Vaporeon,6,POP Series 3,Holo,,,
ADV Binder,Mudkip,11,POP Series 4,Holo,,,
ADV Binder,Meowth,11,POP Series 5,,,,
ADV Binder,Pelipper,14,POP Series 5,,,,
ADV Binder,Zangoose,15,POP Series 5,,,,
ADV Binder,Pichu Bros.,16,POP Series 3,,,,
ADV Binder,Kyogre ex,1,Nintendo Black Star Promo,non-holo,,,
ADV Binder,Groudon ex,2,Nintendo Black Star Promo,non-holo,,,
ADV Binder,Pikachu,12,Nintendo Black Star Promo,holo,,,
ADV Binder,Meowth,13,Nintendo Black Star Promo,holo,,,
ADV Binder,Latias,14,Nintendo Black Star Promo,non-holo,,,
ADV Binder,Latios,15,Nintendo Black Star Promo,non-holo,,,
ADV Binder,Ludicolo,20,Nintendo Black Star Promo,holo,,,
ADV Binder,Jirachi,21,Nintendo Black Star Promo,non-holo,,,
ADV Binder,Mew,40,Nintendo Black Star Promo,holo,,,
4/5/6 Binder,Weedle,93,Great Encounters,,,,
4/5/6 Binder,Pidgey,99,Secret Wonders,,,,
4/5/6 Binder,Pidgeotto,58,Secret Wonders,,,,
4/5/6 Binder,Pidgeot,35,Secret Wonders,,,,
4/5/6 Binder,Rattata,103,Secret Wonders,,,,
4/5/6 Binder,Raticate,61,Secret Wonders,,,,
4/5/6 Binder,Nidoran Male,97,Secret Wonders,,,,
4/5/6 Binder,Nidorino,57,Secret Wonders,,,,
4/5/6 Binder,Cleffa,78,Diamond and Pearl,,,,
4/5/6 Binder,Clefairy,77,Diamond and Pearl,,,,
4/5/6 Binder,Zubat,108,Mysterious Treasures,,,,
4/5/6 Binder,Golbat,50,Mysterious Treasures,,,,
4/5/6 Binder,Oddish,111,Legends Awakened,,,,
4/5/6 Binder,Gloom,96,Legends Awakened,,,,
4/5/6 Binder,Vileplume,45,Legends Awakened,,,,
4/5/6 Binder,Paras,92,Mysterious Treasures,,,,
4/5/6 Binder,Venonat,116,Secret Wonders,,,,
4/5/6 Binder,Meowth,106,Legends Awakened,,,,
4/5/6 Binder,Persian,68,Legends Awakened,,,,
4/5/6 Binder,Psyduck,100,Secret Wonders,,,,
4/5/6 Binder,Growlithe,89,Secret Wonders,,,,
4/5/6 Binder,Bellsprout,85,Legends Awakened,,,,
4/5/6 Binder,Weepinbell,127,Legends Awakened,,,,
4/5/6 Binder,Victreebel,44,Legends Awakened,,,,
4/5/6 Binder,Tentacool,125,Legends Awakened,,,,
4/5/6 Binder,Tentacruel,75,Legends Awakened,,,,
4/5/6 Binder,Ponyta,94,Diamond and Pearl,,,,
4/5/6 Binder,Magnemite,87,Diamond and Pearl,,,,
4/5/6 Binder,Magneton,54,Diamond and Pearl,,,,
4/5/6 Binder,Farfetch'd,49,Secret Wonders,,,,
4/5/6 Binder,Doduo,80,Mysterious Treasures,,,,
4/5/6 Binder,Voltorb,117,Secret Wonders,,,,
4/5/6 Binder,Electrode,26,Secret Wonders,,,,
4/5/6 Binder,Exeggcute,82,Mysterious Treasures,,,,
4/5/6 Binder,Cubone,90,Legends Awakened,,,,
4/5/6 Binder,Marowak,63,Legends Awakened,,,,
4/5/6 Binder,Tyrogue,126,Legends Awakened,,,,
4/5/6 Binder,Hitmonlee,100,Legends Awakened,,,,
4/5/6 Binder,Hitmonchan,99,Legends Awakened,,,,
4/5/6 Binder,Hitmontop,101,Legends Awakened,,,,
4/5/6 Binder,Lickitung,91,Secret Wonders,,,,
4/5/6 Binder,Koffing,74,Great Encounters,,,,
4/5/6 Binder,Rhyhorn,95,Diamond and Pearl,,,,
4/5/6 Binder,Happiny,52,Mysterious Treasures,,,,
4/5/6 Binder,Chansey,76,Mysterious Treasures,,,,
4/5/6 Binder,Horsea,102,Legends Awakened,,,,
4/5/6 Binder,Seadra,70,Legends Awakened,,,,
4/5/6 Binder,Jynx,30,Secret Wonders,,,,
4/5/6 Binder,Elekid,48,Diamond and Pearl,,,,
4/5/6 Binder,Magby,88,Mysterious Treasures,,,,
4/5/6 Binder,Magmar,54,Mysterious Treasures,,,,
4/5/6 Binder,Tauros,74,Legends Awakened,,,,
4/5/6 Binder,Magikarp,89,Mysterious Treasures,,,,
4/5/6 Binder,Ditto,27,Legends Awakened,,,,
4/5/6 Binder,Porygon,81,Great Encounters,,,,
4/5/6 Binder,Porygon2,49,Great Encounters,,,,
4/5/6 Binder,Kabuto,67,Majestic Dawn,,,,
4/5/6 Binder,Articuno,1,Majestic Dawn,,,,
4/5/6 Binder,Zapdos,14,Majestic Dawn,,,,
4/5/6 Binder,Moltres,10,Majestic Dawn,,Excellent,,Holofoil bleed looks so cool
4/5/6 Binder,Dratini,91,Legends Awakened,LEAGUE STAMP,,,
4/5/6 Binder,Dragonair,52,Legends Awakened,LEAGUE STAMP,,,
4/5/6 Binder,Dragonite,2,Legends Awakened,,,,
4/5/6 Binder,Chikorita,77,Mysterious Treasures,,,,
4/5/6 Binder,Cyndaquil,79,Mysterious Treasures,,,,
4/5/6 Binder,Tototodile,106,Mysterious Treasures,,,,
4/5/6 Binder,Feraligatr,8,Mysterious Treasures,,,,
4/5/6 Binder,Sentret,104,Secret Wonders,,,,
4/5/6 Binder,Ledyba,104,Legends Awakened,,,,
4/5/6 Binder,Ledian,60,Legends Awakened,,,,
4/5/6 Binder,Spinarak,103,Mysterious Treasures,,,,
4/5/6 Binder,Natu,96,Secret Wonders,,,,
4/5/6 Binder,Mareep,94,Secret Wonders,,,,
4/5/6 Binder,Marill,88,Diamond and Pearl,,,,
4/5/6 Binder,Hoppip,90,Secret Wonders,,,,
4/5/6 Binder,Skiploom,65,Secret Wonders,,,,
4/5/6 Binder,Qwilfish,101,Secret Wonders,,,,
4/5/6 Binder,Sunkern,114,Secret Wonders,,,,
4/5/6 Binder,Yanma,128,Legends Awakened,,,,
4/5/6 Binder,Misdreavus,91,Diamond and Pearl,,,,
4/5/6 Binder,Unown E,65,Mysterious Treasures,,,,
4/5/6 Binder,Unown F,56,Great Encounters,,,,
4/5/6 Binder,Unown J,76,Legends Awakened,,,,
4/5/6 Binder,Unown K,68,Secret Wonders,,,,
4/5/6 Binder,Unown L,91,Great Encounters,,,,
4/5/6 Binder,Unown N,69,Secret Wonders,,,,
4/5/6 Binder,Unown O,70,Secret Wonders,,,,
4/5/6 Binder,Unown R,77,Legends Awakened,,,,
4/5/6 Binder,Unown T,67,Mysterious Treasures,,,,
4/5/6 Binder,Unown U,78,Legends Awakened,,,,
4/5/6 Binder,Unown V,79,Legends Awakened,,,,
4/5/6 Binder,Unown Z,72,Secret Wonders,,,,
4/5/6 Binder,Unown ?,82,Legends Awakened,,,,
4/5/6 Binder,Shuckle,109,Secret Wonders,,,,
4/5/6 Binder,Dunsparce,47,Mysterious Treasures,,,,
4/5/6 Binder,Snubbull,84,Great Encounters,,,,
4/5/6 Binder,Ambipom,3,Mysterious Treasures,,,,
4/5/6 Binder,Sneasel,100,Diamond and Pearl,,,,
4/5/6 Binder,Swinub,123,Legends Awakened,,,,
4/5/6 Binder,Piloswine,69,Legends Awakened,,,,
4/5/6 Binder,Mamoswine,9,Legends Awakened,,,,
4/5/6 Binder,Corsola,84,Secret Wonders,,,,
4/5/6 Binder,Remoraid,95,Mysterious Treasures,,,,
4/5/6 Binder,Octillery,57,Mysterious Treasures,,,,
4/5/6 Binder,Skarmory,53,Great Encounters,,,,
4/5/6 Binder,Stantler,113,Secret Wonders,,,,
4/5/6 Binder,Larvitar,87,Mysterious Treasures,,,,
4/5/6 Binder,Pupitar,59,Mysterious Treasures,,,,
4/5/6 Binder,Celebi,7,Mysterious Treasures,,,,
4/5/6 Binder,Swampert,9,Great Encounters,,,,
4/5/6 Binder,Wurmple,104,Diamond and Pearl,,,,
4/5/6 Binder,Cascoon,44,Diamond and Pearl,,,,
4/5/6 Binder,Lotad,92,Secret Wonders,,,,
4/5/6 Binder,Lombre,54,Secret Wonders,,,,
4/5/6 Binder,Ludicolo,13,Secret Wonders,,,,
4/5/6 Binder,Taillow,124,Legends Awakened,,,,
4/5/6 Binder,Swellow,73,Legends Awakened,,,,
4/5/6 Binder,Slakoth,99,Mysterious Treasures,,,,
4/5/6 Binder,Vigoroth,68,Mysterious Treasures,,,,
4/5/6 Binder,Nincada,108,Legends Awakened,,,,
4/5/6 Binder,Nosepass,109,Legends Awakened,,,,
4/5/6 Binder,Aron,71,Mysterious Treasures,,,,
4/5/6 Binder,Lairon,53,Mysterious Treasures,,,,
4/5/6 Binder,Electrike,81,Mysterious Treasures,,,,
4/5/6 Binder,Roselia,96,Diamond and Pearl,,,,
4/5/6 Binder,Numel,110,Legends Awakened,,,,
4/5/6 Binder,Camerupt,47,Legends Awakened,,,,
4/5/6 Binder,Spoink,121,Legends Awakened,,,,
4/5/6 Binder,Grumpig,56,Legends Awakened,,,,
4/5/6 Binder,Trapinch,115,Secret Wonders,,,,
4/5/6 Binder,Vibrava,74,Secret Wonders,,,,
4/5/6 Binder,Flygon,5,Secret Wonders,,,,
4/5/6 Binder,Corphish,89,Legends Awakened,,,,
4/5/6 Binder,Lileep,105,Legends Awakened,,,,
4/5/6 Binder,Anorith,46,Legends Awakened,,,,
4/5/6 Binder,Castform,51,Legends Awakened,,,,
4/5/6 Binder,Castform,50,Legends Awakened,,,,
4/5/6 Binder,Kecleon,52,Secret Wonders,,,,
4/5/6 Binder,Tropius,64,Mysterious Treasures,,,,
4/5/6 Binder,Bagon,76,Secret Wonders,,,,
4/5/6 Binder,Shelgon,64,Secret Wonders,,,,
4/5/6 Binder,Salamence,18,Secret Wonders,,,,
4/5/6 Binder,Rayquaza,14,Legends Awakened,,,,
4/5/6 Binder,Deoxys,1,Legends Awakened,,,,
4/5/6 Binder,Turtwig,103,Diamond and Pearl,,,,
4/5/6 Binder,Burmy,78,Secret Wonders,,,,
4/5/6 Binder,Burmy,79,Secret Wonders,,,,
4/5/6 Binder,Burmy,80,Secret Wonders,,,,
4/5/6 Binder,Combee,79,Diamond and Pearl,,,,
4/5/6 Binder,Buizel,72,Diamond and Pearl,,,,
4/5/6 Binder,Shellos,107,Secret Wonders,,,,
4/5/6 Binder,Shellos,106,Secret Wonders,,,,
4/5/6 Binder,Girafarig,49,Mysterious Treasures,,,,
4/5/6 Binder,Stunky,102,Diamond and Pearl,,,,
4/5/6 Binder,Bronzor,74,Mysterious Treasures,,,,
4/5/6 Binder,Chatot,74,Diamond and Pearl,,,,
4/5/6 Binder,Gible,85,Mysterious Treasures,,,,
4/5/6 Binder,Croagunk,78,Mysterious Treasures,,,,
4/5/6 Binder,Mesprit,14,Mysterious Treasures,,,,
4/5/6 Binder,Heatran,6,Legends Awakened,,,,
4/5/6 Binder,Poké Ball,110,Diamond and Pearl,,,,
4/5/6 Binder,Pokédex,111,Diamond and Pearl,,,,
4/5/6 Binder,Poké Radar,133,Legends Awakened,,,,
4/5/6 Binder,Energy Restore,106,Diamond and Pearl,,,,
4/5/6 Binder,Energy Search,90,Majestic Dawn,,,,
4/5/6 Binder,Energy Switch,107,Diamond and Pearl,,,,
4/5/6 Binder,Night Maintenance,120,Secret Wonders,,,,
4/5/6 Binder,Potion,118,Diamond and Pearl,,,,
4/5/6 Binder,Super Scoop Up,87,Majestic Dawn,,,,
4/5/6 Binder,Switch,93,Stormfront,,,,
4/5/6 Binder,Technical Machine TS-1,136,Legends Awakened,,,,
4/5/6 Binder,Technical Machine TS-2,137,Legends Awakened,,,,
4/5/6 Binder,Bebe's Search,109,Mysterious Treasures,,,,
4/5/6 Binder,Fossil Excavator,111,Mysterious Treasures,,,,
4/5/6 Binder,Professor Oak's Visit,122,Secret Wonders,,,,
4/5/6 Binder,Professor Rowan,123,Secret Wonders,,,,
4/5/6 Binder,Rival,113,Diamond and Pearl,,,,
4/5/6 Binder,Team Galactic's Mars,126,Secret Wonders,,,,
4/5/6 Binder,Night Wonders,108,Diamond and Pearl,,,,
4/5/6 Binder,Snowpoint Temple,134,Legends Awakened,,,,
4/5/6 Binder,Speed Stadium,114,Diamond and Pearl,,,,
4/5/6 Binder,Bubble Coat,129,Legends Awakened,,,,
4/5/6 Binder,Old Amber,84,Majestic Dawn,,,,
4/5/6 Binder,Helix Fossil,91,Majestic Dawn,,,,
4/5/6 Binder,Dome Fossil,89,Majestic Dawn,,,,
4/5/6 Binder,Claw Fossil,138,Legends Awakened,,,,
4/5/6 Binder,Root Fossil,139,Legends Awakened,,,,
4/5/6 Binder,Tangela,78,Stormfront,,,,
4/5/6 Binder,Tangrowth,29,Stormfront,,,,
4/5/6 Binder,Scyther,49,Stormfront,,,,
4/5/6 Binder,Treecko,79,Stormfront,,,,
4/5/6 Binder,Grovyle,39,Stormfront,,,,
4/5/6 Binder,Combee,57,Stormfront,,,,
4/5/6 Binder,Cherubi,56,Stormfront,,,,
4/5/6 Binder,Cherrim,14,Stormfront,,,,
4/5/6 Binder,Skorupi,73,Stormfront,,,,
4/5/6 Binder,Ponyta,71,Stormfront,,,,
4/5/6 Binder,Magikarp,65,Stormfront,,,,
4/5/6 Binder,Finneon,61,Stormfront,,,,
4/5/6 Binder,Snover,74,Stormfront,,,,
4/5/6 Binder,Pichu,45,Stormfront,,,,
4/5/6 Binder,Pikachu,70,Stormfront,,,,
4/5/6 Binder,Magnemite,67,Stormfront,,,,
4/5/6 Binder,Magneton,43,Stormfront,,,,
4/5/6 Binder,Magnezone,6,Stormfront,,,,
4/5/6 Binder,Voltorb,80,Stormfront,,,,
4/5/6 Binder,Voltorb,81,Stormfront,,,,
4/5/6 Binder,Misdreavus,68,Stormfront,,,,
4/5/6 Binder,Budew,33,Stormfront,,,,
4/5/6 Binder,Roselia,72,Stormfront,,,,
4/5/6 Binder,Duskull,60,Stormfront,,,,
4/5/6 Binder,Dusclops,34,Stormfront,,,,
4/5/6 Binder,Dusknoir,17,Stormfront,,,,
4/5/6 Binder,Duskull,59,Stormfront,,,,
4/5/6 Binder,Dusclops,35,Stormfront,,,,
4/5/6 Binder,Drifloon,58,Stormfront,,,,
4/5/6 Binder,Bronzor,55,Stormfront,,,,
4/5/6 Binder,Machop,64,Stormfront,,,,
4/5/6 Binder,Machoke,41,Stormfront,,,,
4/5/6 Binder,Onix,69,Stormfront,,,,
4/5/6 Binder,Swinub,77,Stormfront,,,,
4/5/6 Binder,Piloswine,46,Stormfront,,,,
4/5/6 Binder,Mamoswine,21,Stormfront,,,,
4/5/6 Binder,Larvitar,63,Stormfront,,,,
4/5/6 Binder,Pupitar,47,Stormfront,,,,
4/5/6 Binder,Tyranitar,30,Stormfront,,,,
4/5/6 Binder,Sableye,48,Stormfront,,,,
4/5/6 Binder,Stunky,76,Stormfront,,,,
4/5/6 Binder,Skuntank,26,Stormfront,,,,
4/5/6 Binder,Drapion,15,Stormfront,,,,
4/5/6 Binder,Magnemite,66,Stormfront,,,,
4/5/6 Binder,Magneton,42,Stormfront,,,,
4/5/6 Binder,Magnezone,5,Stormfront,,,,
4/5/6 Binder,Skarmory,51,Stormfront,,,,
4/5/6 Binder,Farfetch'd,38,Stormfront,,,,
4/5/6 Binder,Miltank,44,Stormfront,,,,
4/5/6 Binder,Bagon,53,Stormfront,,,,
4/5/6 Binder,Shelgon,50,Stormfront,,,,
4/5/6 Binder,Salamence,24,Stormfront,,,,
4/5/6 Binder,Starly,75,Stormfront,,,,
4/5/6 Binder,Staravia,52,Stormfront,,,,
4/5/6 Binder,Staraptor,27,Stormfront,,,,
4/5/6 Binder,Bidoof,54,Stormfront,,,,
4/5/6 Binder,Great Ball,85,Stormfront,,,,
4/5/6 Binder,Luxury Ball,86,Stormfront,,,,
4/5/6 Binder,Premier Ball,91,Stormfront,,,,
4/5/6 Binder,Poké Drawer +,89,Stormfront,,,,
4/5/6 Binder,Marley's Request,87,Stormfront,,,,
4/5/6 Binder,Conductive Quarry,82,Stormfront,,,,
4/5/6 Binder,Cyclone Energy,94,Stormfront,,,,
4/5/6 Binder,Charmander,101,Stormfront,,,,
4/5/6 Binder,Wurmple,103,Platinum,,,,
4/5/6 Binder,Silcoon,63,Platinum,,,,
4/5/6 Binder,Cascoon,44,Platinum,,,,
4/5/6 Binder,Lotad,81,Platinum,,,,
4/5/6 Binder,Lombre,52,Platinum,,,,
4/5/6 Binder,Cacnea,67,Platinum,,,,
4/5/6 Binder,Cacturne,42,Platinum,,,,
4/5/6 Binder,Turtwig,101,Platinum,,,,
4/5/6 Binder,Grotle,49,Platinum,,,,
4/5/6 Binder,Kricketot,78,Platinum,,,,
4/5/6 Binder,Combee,71,Platinum,,,,
4/5/6 Binder,Carnivine,43,Platinum,,,,
4/5/6 Binder,Carnivine,68,Platinum,,,,
4/5/6 Binder,Shaymin,38,Platinum,,,,
4/5/6 Binder,Vulpix,102,Platinum,,,,
4/5/6 Binder,Torchic,99,Platinum,,,,
4/5/6 Binder,Combusken,45,Platinum,,,,
4/5/6 Binder,Torkoal,100,Platinum,,,,
4/5/6 Binder,Chimchar,70,Platinum,,,,
4/5/6 Binder,Monferno,56,Platinum,,,,
4/5/6 Binder,Infernape,31,Platinum,,,,
4/5/6 Binder,Houndoom G,50,Platinum,,,,
4/5/6 Binder,Squirtle,96,Platinum,,,,
4/5/6 Binder,Wartortle,65,Platinum,,,,
4/5/6 Binder,Psyduck,87,Platinum,,,,
4/5/6 Binder,Golduck,29,Platinum,,,,
4/5/6 Binder,Lapras,79,Platinum,,,,
4/5/6 Binder,Remoraid,90,Platinum,,,,
4/5/6 Binder,Octillery,58,Platinum,,,,
4/5/6 Binder,Piplup,85,Platinum,,,,
4/5/6 Binder,Prinplup,59,Platinum,,,,
4/5/6 Binder,Empoleon,26,Platinum,,,,
4/5/6 Binder,Mareep,82,Platinum,,,,
4/5/6 Binder,Flaaffy,48,Platinum,,,,
4/5/6 Binder,Electrike,74,Platinum,,,,
4/5/6 Binder,Grimer,75,Platinum,,,,
4/5/6 Binder,Muk,57,Platinum,,,,
4/5/6 Binder,Misdreavus,83,Platinum,,,,
4/5/6 Binder,Ralts,89,Platinum,,,,
4/5/6 Binder,Seviper,61,Platinum,,,,
4/5/6 Binder,Shuppet,92,Platinum,,,,
4/5/6 Binder,Skuntank G,94,Platinum,,,,
4/5/6 Binder,Toxicroak G,40,Platinum,,,,
4/5/6 Binder,Diglett,72,Platinum,,,,
4/5/6 Binder,Nosepass,84,Platinum,,,,
4/5/6 Binder,Probopass,60,Platinum,,,,
4/5/6 Binder,Cranidos,46,Platinum,,,,
4/5/6 Binder,Riolu,91,Platinum,,,,
4/5/6 Binder,Poochyena,86,Platinum,,,,
4/5/6 Binder,Mightyena,54,Platinum,,,,
4/5/6 Binder,Honchkrow G,77,Platinum,,,,
4/5/6 Binder,Shieldon,62,Platinum,,,,
4/5/6 Binder,Lucario,53,Platinum,,,,
4/5/6 Binder,Lickitung,80,Platinum,,,,
4/5/6 Binder,Lickilicky,33,Platinum,,,,
4/5/6 Binder,Happiny,76,Platinum,,,,
4/5/6 Binder,Chansey,69,Platinum,,,,
4/5/6 Binder,Tauros,98,Platinum,,,,
4/5/6 Binder,Dunsparce,73,Platinum,,,,
4/5/6 Binder,Slakoth,95,Platinum,,,,
4/5/6 Binder,Vigoroth,64,Platinum,,,,
4/5/6 Binder,Skitty,93,Platinum,,,,
4/5/6 Binder,Swablu,97,Platinum,,,,
4/5/6 Binder,Zangoose,66,Platinum,,,,
4/5/6 Binder,Purugly G,88,Platinum,,,,
4/5/6 Binder,Memory Berry,110,Platinum,,,,
4/5/6 Binder,PlusPower,112,Platinum,,,,
4/5/6 Binder,Poké Ball,113,Platinum,,,,
4/5/6 Binder,Skull Fossil,120,Platinum,,,,
4/5/6 Binder,Armor Fossil,119,Platinum,,,,
4/5/6 Binder,Rainbow Energy,121,Platinum,,,,
4/5/6 Binder,Weedle,86,Rising Rivals,,,,
4/5/6 Binder,Kakuna,66,Rising Rivals,,,,
4/5/6 Binder,Tropius,52,Rising Rivals,PRERELEASE,,,
4/5/6 Binder,Leafeon,45,Rising Rivals,,,,
4/5/6 Binder,Roserade GL,12,Rising Rivals,,,,
4/5/6 Binder,Turtwig GL,85,Rising Rivals,,,,
4/5/6 Binder,Scizor E4,48,Rising Rivals,,,,
4/5/6 Binder,Heracross E4,24,Rising Rivals,RH,,,
4/5/6 Binder,Vespiquen E4,35,Rising Rivals,,,,
4/5/6 Binder,Yanmega E4,37,Rising Rivals,,,,
4/5/6 Binder,Growlithe,63,Rising Rivals,,,,
4/5/6 Binder,Flareon,19,Rising Rivals,,,,
4/5/6 Binder,Rapidash E4,47,Rising Rivals,,,,
4/5/6 Binder,Flareon E4,60,Rising Rivals,,,,
4/5/6 Binder,Infernape E4,43,Rising Rivals,,,,
4/5/6 Binder,Staryu,83,Rising Rivals,,,,
4/5/6 Binder,Starmie,50,Rising Rivals,,,,
4/5/6 Binder,Vaporeon,34,Rising Rivals,,,,
4/5/6 Binder,Glaceon,41,Rising Rivals,,,,
4/5/6 Binder,Spheal,82,Rising Rivals,,,,
4/5/6 Binder,Sealeo,77,Rising Rivals,,,,
4/5/6 Binder,Walrein,36,Rising Rivals,,,,
4/5/6 Binder,Shellos,80,Rising Rivals,,,,
4/5/6 Binder,Shellos,79,Rising Rivals,,,,
4/5/6 Binder,Quagsire GL,76,Rising Rivals,,,,
4/5/6 Binder,Jolteon,26,Rising Rivals,,,,
4/5/6 Binder,Luxray GL,9,Rising Rivals,,Excellent,,
4/5/6 Binder,Electrode G,39,Rising Rivals,,,,
4/5/6 Binder,Nidoran Female,71,Rising Rivals,,,,
4/5/6 Binder,Nidorina,73,Rising Rivals,,,,
4/5/6 Binder,Nidoqueen,30,Rising Rivals,,,,
4/5/6 Binder,Nidoran Male,72,Rising Rivals,,,,
4/5/6 Binder,Nidorino,74,Rising Rivals,,,,
4/5/6 Binder,Koffing,68,Rising Rivals,,,,
4/5/6 Binder,Weezing,87,Rising Rivals,,,,
4/5/6 Binder,Gengar GL,40,Rising Rivals,,,,
4/5/6 Binder,Alakazam E4,38,Rising Rivals,,,,
4/5/6 Binder,Mr. Mime E4,28,Rising Rivals,,,,
4/5/6 Binder,Espeon E4,18,Rising Rivals,,,,
4/5/6 Binder,Bronzong E4,16,Rising Rivals,,,,
4/5/6 Binder,Hippopotas,64,Rising Rivals,,,,
4/5/6 Binder,Aerodactyl GL,55,Rising Rivals,,,,
4/5/6 Binder,Machamp GL,46,Rising Rivals,,,,
4/5/6 Binder,Lucario GL,8,Rising Rivals,,,,
4/5/6 Binder,Hippowdon E4,42,Rising Rivals,,,,
4/5/6 Binder,Carvanha,58,Rising Rivals,,,,
4/5/6 Binder,Sharpedo,49,Rising Rivals,,,,
4/5/6 Binder,Drapion E4,17,Rising Rivals,,,,
4/5/6 Binder,Aron,57,Rising Rivals,,,,
4/5/6 Binder,Lairon,44,Rising Rivals,,,,
4/5/6 Binder,Aggron,14,Rising Rivals,,,,
4/5/6 Binder,Steelix GL,51,Rising Rivals,,,,
4/5/6 Binder,Bastiodon GL,2,Rising Rivals,,,,
4/5/6 Binder,Forretress G,61,Rising Rivals,,,,
4/5/6 Binder,Eevee,59,Rising Rivals,,,,
4/5/6 Binder,Munchlax,69,Rising Rivals,,,,
4/5/6 Binder,Munchlax,70,Rising Rivals,,,,
4/5/6 Binder,Snorlax,81,Rising Rivals,,,,
4/5/6 Binder,Ambipom G,56,Rising Rivals,,,,
4/5/6 Binder,Underground Expedition,97,Rising Rivals,,,,
4/5/6 Binder,Bebe's Search,89,Rising Rivals,,,,
4/5/6 Binder,Pokémon Contest Hall,93,Rising Rivals,,,,
4/5/6 Binder,Sunyshore City Gym,94,Rising Rivals,,,,
4/5/6 Binder,Team Galactic’s Invention G-107 Technical Machine G,95,Rising Rivals,,,,
4/5/6 Binder,Team Galactic’s Invention G-109 SP Radar,96,Rising Rivals,,,,
4/5/6 Binder,Aaron's Collection,88,Rising Rivals,,,,
4/5/6 Binder,Bertha's Warmth,90,Rising Rivals,,,,
4/5/6 Binder,Flint's Willpower,91,Rising Rivals,,,,
4/5/6 Binder,Lucian's Assignment,92,Rising Rivals,,,,
4/5/6 Binder,Volkner's Philosophy,98,Rising Rivals,,,,
